Dye_Name,Concentration,R_400,R_410,R_420,R_430,R_440,R_450,R_460,R_470,R_480,R_490,R_500,R_510,R_520,R_530,R_540,R_550,R_560,R_570,R_580,R_590,R_600,R_610,R_620,R_630,R_640,R_650,R_660,R_670,R_680,R_690,R_700
Suncron Orange T-FW_I,0.25,38.429204,37.784892,36.066455,32.73952,29.203925,26.344633,24.230233,23.028687,22.673298,23.002245,24.159318,26.347384,30.581719,37.088615,44.424468,52.011275,59.340245,66.474986,72.787094,77.394122,80.476564,82.375056,83.289701,84.040886,84.667313,85.372317,85.999155,86.431956,86.937821,87.146413,87.377083
Suncron Orange T-FW_I,0.5,28.131032,27.243078,25.456992,22.291726,19.129694,16.61716,14.824194,13.835,13.563354,13.84654,14.789195,16.640927,20.379879,26.405111,33.467424,41.07478,48.902988,57.188296,65.497535,72.497922,77.889633,81.51238,83.428979,84.621477,85.342616,85.951823,86.403549,86.675727,87.051892,87.123334,87.245542
Suncron Orange T-FW_I,1.0,20.414183,19.073898,17.459595,14.690736,12.059192,10.091305,8.73244,8.014944,7.878958,8.007902,8.675215,10.069967,13.050048,18.192396,24.564368,31.674665,39.269215,47.669107,56.552553,64.70629,71.69342,76.846254,79.89831,81.945872,83.27449,84.392899,85.282552,85.848653,86.442208,86.705256,86.909121
Suncron Orange T-FW_I,2.0,13.404128,12.141106,10.75392,8.638372,6.793799,5.493658,4.6655,4.244473,4.163988,4.260378,4.608724,5.429392,7.374425,11.189244,16.430178,22.729334,29.846555,38.043585,47.274518,56.506634,65.352309,72.881341,77.813727,81.103307,82.97869,84.262878,85.11458,85.615236,86.127609,86.330301,86.478335
Suncron Orange T-FW_I,4.0,8.097757,6.952263,6.006473,4.725656,3.69448,3.058649,2.731288,2.532604,2.485985,2.528811,2.663185,2.991644,3.942246,6.203041,9.913245,14.926124,21.067281,28.610614,37.504089,46.839342,56.468445,65.638566,72.494972,77.466559,80.541438,82.565844,83.871078,84.645432,85.351121,85.644317,85.950929
Suncron Orange T-FW_I,6.0,5.931828,4.966553,4.265936,3.422427,2.788154,2.475212,2.27051,2.160818,2.145031,2.169264,2.223152,2.418483,2.901569,4.363617,7.10067,11.192898,16.541429,23.481511,31.959069,41.100895,50.875032,60.657084,68.533081,74.627858,78.578997,81.193852,82.844293,83.832002,84.777433,85.019475,85.419726
Suncron Pink 2B_I,0.01,71.931124,75.635391,78.204572,80.106825,81.40595,82.221758,82.761121,82.85256,82.427907,81.210297,79.11464,76.074237,73.885888,72.456503,69.880402,68.736458,72.632378,83.992475,93.164271,96.140027,96.839887,96.331251,94.968188,94.046164,93.29021,92.559123,92.304248,91.85335,91.373545,91.113698,90.878314
Suncron Pink 2B_I,0.025,71.396935,75.024652,77.512521,79.361242,80.532992,81.102693,81.22524,80.668336,79.007131,76.582599,73.015386,68.260837,65.011436,63.129032,59.71961,58.2111,63.304651,78.923792,93.633604,99.717927,101.703966,100.874829,98.498189,96.940649,95.52511,94.075042,93.475115,92.650247,91.712296,91.365397,91.086161
Suncron Pink 2B_I,0.05,71.478289,75.210601,77.800786,79.581833,80.611968,80.752039,80.395997,78.911203,76.012874,72.505277,67.731458,61.628342,57.746214,55.629814,51.812857,50.170016,55.936092,74.433637,93.621325,103.004694,106.465781,105.512035,102.238655,100.034821,97.960585,95.806068,94.901448,93.721777,92.506444,91.976458,91.72771
Suncron Pink 2B_I,0.1,70.978546,74.577981,77.07091,78.733605,79.45385,79.170769,77.683902,74.968362,70.390701,65.504038,59.501737,52.315837,48.034519,45.829687,41.881835,40.232873,46.263295,66.513306,90.074384,104.514563,111.391926,111.167204,107.037926,104.122603,101.1971,98.086792,96.776474,95.10411,93.420601,92.637736,92.431188
Suncron Pink 2B_I,0.25,68.957591,72.50132,74.965012,76.341021,76.424104,74.648321,71.063304,66.132909,59.132695,52.765876,45.863384,38.208026,33.965534,31.876493,28.148749,26.563317,32.123801,52.148759,79.2018,100.852585,114.864802,117.639709,113.31892,109.816909,105.871773,101.35833,99.412829,97.021967,94.609278,93.514842,93.363833
Suncron Pink 2B_I,0.5,66.920578,70.241255,72.455335,73.251283,72.436929,69.072932,63.688481,57.268107,49.177325,42.40596,35.54469,28.227574,24.3156,22.428116,19.116101,17.654258,22.318476,40.378368,67.420352,92.420578,111.769569,118.188214,115.243959,112.063646,107.780647,102.615011,100.392783,97.637486,94.886613,93.657339,93.582988
Suncron Pink 2B_I,1.0,64.465171,67.728102,69.675547,70.009959,67.798471,62.655485,55.66237,48.215884,39.703646,32.991973,26.525486,19.823584,16.394682,14.814971,12.121701,10.951985,14.526325,29.527575,54.660904,80.998701,104.718542,115.854013,115.694356,113.804483,109.700143,104.120255,101.689744,98.60965,95.555663,94.148695,94.138217
Suncron Pink 2B_I,2.0,59.441924,62.467253,64.020383,63.665611,60.348445,53.926289,46.105108,38.417748,30.117875,23.891908,18.179008,12.537074,9.857129,8.719719,6.892864,6.150016,8.438287,19.054136,39.900339,65.07107,90.480578,106.255615,110.191405,111.061454,108.309531,103.257287,101.090074,98.075163,95.112276,93.681943,93.823737
Suncron Pink 2B_I,4.0,53.743041,56.43211,57.337743,56.040645,51.626849,44.40046,36.40303,29.019079,21.434332,16.031083,11.415976,7.22357,5.462237,4.806951,3.833998,3.500129,4.694994,10.801747,25.651956,47.160229,71.367979,89.88542,98.633027,103.652811,103.684926,100.372577,99.024916,96.532065,93.965811,92.977351,92.801416
Suncron Pink 2B_I,6.0,50.373656,51.981175,52.53427,51.139277,47.331274,41.136587,34.023684,27.249998,20.116778,14.988616,10.608107,6.670053,5.038886,4.452219,3.586265,3.293813,4.362173,9.939198,23.805691,43.848613,65.156657,79.543954,85.703081,91.545987,95.825595,96.472704,97.276998,95.622045,93.387854,92.389107,92.323524
Suncron Pink BGN ECO_I,0.01,73.068932,76.867851,79.280785,81.32692,82.383209,82.61068,82.486366,81.582336,80.073807,78.424194,76.219566,73.226021,71.43943,71.045624,70.328484,70.142799,74.290245,85.140137,96.858086,102.178001,104.135574,103.522255,101.409973,100.197708,98.498466,96.29425,95.395401,94.214203,93.09343,92.761078,92.637482
Suncron Pink BGN ECO_I,0.025,72.024704,75.76506,78.246437,80.042328,80.486855,80.004997,78.487907,76.200508,73.199677,70.436234,66.97718,62.770927,60.446297,60.093052,59.075539,59.013683,64.579155,79.22084,97.307449,108.235344,113.722015,113.633003,110.330154,108.351685,105.326927,101.195564,99.402786,97.13929,95.033401,94.356064,94.102737
Suncron Pink BGN ECO_I,0.05,69.855339,73.843048,76.308411,77.945694,77.95076,76.434013,73.925934,70.720184,66.630852,63.110554,59.025162,54.275578,51.632355,51.17263,50.101238,50.079273,56.050755,72.383087,94.181648,109.897354,119.451477,120.858932,117.19487,115.029022,111.125519,105.398407,102.802338,99.577965,96.545479,95.587669,95.279289
Suncron Pink BGN ECO_I,0.1,66.103111,70.220276,72.885223,74.404907,73.934158,71.4758,67.854622,63.645439,58.656197,54.540833,50.080246,45.073692,42.337803,41.848354,40.784519,40.775581,46.803577,63.97047,88.875664,109.853683,124.204048,127.639961,124.115562,122.12014,117.510345,110.132301,106.721878,102.43837,98.397072,97.19162,97.182472
Suncron Pink BGN ECO_I,0.25,58.54739,62.988003,65.809738,66.841103,65.344208,61.407322,56.478424,51.32373,45.82439,41.559799,37.093456,32.28944,29.905346,29.447056,28.645092,28.743738,34.665592,52.026569,79.410568,106.315468,127.530289,134.649414,131.996948,130.770645,125.65062,116.259071,112.00428,106.404266,101.144051,99.492935,99.708481
Suncron Pink BGN ECO_I,0.5,51.168739,55.562019,58.259899,58.94392,56.323208,51.509903,46.00935,40.603012,35.219585,31.251816,27.113327,22.786226,20.756943,20.418791,19.700607,19.705879,24.993223,41.598576,69.911232,100.722595,127.459923,137.040253,135.80658,134.805115,130.050812,119.597282,114.94725,108.569946,102.632378,100.835274,101.438225
Suncron Pink BGN ECO_I,1.0,43.998352,48.184784,50.355911,50.204361,46.659927,41.189274,35.454247,30.114143,25.048939,21.482573,17.851044,14.1532,12.549331,12.310123,11.735608,11.609444,15.80299,30.613634,59.101326,93.969284,128.44873,143.888443,144.630569,146.386475,141.060959,127.814651,121.445595,113.072166,105.475426,103.301552,103.950226
Suncron Pink BGN ECO_I,2.0,35.214172,39.043251,40.939911,40.256161,36.40617,30.965446,25.550964,20.691587,16.278332,13.339355,10.510837,7.819323,6.688012,6.557654,6.262276,6.175397,8.965741,20.094248,44.809265,79.534187,118.671501,142.108841,148.821671,155.229767,151.462967,136.522293,128.678635,118.193748,108.509018,105.23819,106.358658
Suncron Pink BGN ECO_I,4.0,28.994465,32.183586,33.68951,33.183773,29.83773,24.844786,19.89867,15.577221,11.797852,9.393561,7.16767,5.190356,4.501503,4.345923,4.243417,4.332516,6.115433,14.173439,33.805969,64.250572,100.587273,125.700882,136.219864,145.996124,145.519211,133.33519,127.086815,117.480675,108.298515,105.675247,106.568054
Suncron Pink BGN ECO_I,6.0,26.355982,28.7507,30.00857,29.749016,27.102364,22.563223,17.977377,13.952242,10.485298,8.324893,6.323126,4.575854,4.01306,3.895343,3.826455,3.928327,5.547244,12.828675,30.860115,59.343266,93.667007,117.927048,128.546646,138.358566,138.612823,127.983597,122.882317,114.417313,106.317924,103.988434,105.233124
Suncron Pink BG_I,0.01,70.684265,74.793709,77.624619,79.353592,80.382393,80.602737,80.478203,79.612915,78.061188,76.243172,73.886856,70.661339,68.377495,67.78492,66.896889,66.482712,70.469536,82.084099,96.175888,103.603683,105.434143,104.198326,101.85051,100.817917,99.171654,96.685768,95.494858,94.091522,92.930473,92.4571,92.235878
Suncron Pink BG_I,0.025,68.961807,73.366501,76.292595,77.786583,78.178665,77.81665,76.442787,74.365128,71.327797,68.291702,64.691071,60.225681,57.35445,56.651379,55.588379,55.303307,60.443424,75.427422,95.678566,109.508118,115.709045,114.249374,110.660492,109.102753,106.287682,101.785133,99.615791,97.048317,94.831535,94.053505,93.77195
Suncron Pink BG_I,0.05,66.830582,71.65522,74.67244,75.869446,75.797394,74.434143,71.985832,68.874153,64.625984,60.773312,56.506813,51.524864,48.428154,47.692593,46.610157,46.43911,52.067326,68.690178,92.648331,111.860016,122.677612,122.366821,118.140747,116.403389,112.76516,106.533646,103.480721,99.873886,96.705734,95.607864,95.301857
Suncron Pink BG_I,0.1,62.828876,68.149498,71.331543,72.021622,71.165962,68.634735,64.964745,60.732777,55.538689,51.104187,46.51516,41.346748,38.281223,37.562672,36.496109,36.346249,42.018967,59.26466,85.99308,110.705032,127.137901,128.971115,124.690773,123.271034,119.073128,111.111687,107.227943,102.470383,98.300194,97.001762,97.100327
Suncron Pink BG_I,0.25,55.700314,61.644409,65.130974,64.966522,62.19474,57.674015,52.370148,46.958542,40.946163,36.331707,31.854921,26.991278,24.192406,23.636894,22.631258,22.278133,27.288305,44.308746,74.018692,106.866302,133.89032,140.25087,136.147324,135.728043,130.587769,119.349907,113.723839,106.848251,100.88179,99.207451,99.558243
Suncron Pink BG_I,0.5,48.373974,54.874069,58.662193,57.548531,53.449013,47.870728,41.950562,36.309135,30.41271,26.102184,22.065027,17.74328,15.376711,14.852114,14.1001,13.697189,17.801699,33.301716,63.482903,101.51162,139.604599,154.596771,153.099121,154.143265,147.682495,132.014999,123.432564,113.307121,104.418518,101.136566,101.957848
Suncron Pink BG_I,1.0,40.614746,47.588482,51.558163,49.712185,44.702782,38.574318,32.546814,27.123325,21.654263,17.818151,14.380956,10.889772,9.033914,8.648922,8.141235,7.868821,10.81937,23.11458,49.937145,87.060417,128.549011,150.37291,153.839844,158.358398,154.456985,137.975128,128.68071,117.022224,106.588577,102.70195,103.897903
Suncron Pink BG_I,2.0,33.455757,40.201382,44.045853,41.833176,36.599339,30.599499,24.966675,20.029078,15.258399,12.044344,9.329978,6.747174,5.458502,5.232978,4.966135,4.960827,6.876206,15.833654,37.373756,70.215309,109.387398,134.045166,141.780838,149.963364,148.182648,133.916779,126.122879,115.309586,105.440399,101.608643,103.487305
Suncron Pink BG_I,4.0,29.126539,35.676937,39.363445,37.000309,31.823927,26.022139,20.71097,16.146214,11.858253,9.071038,6.849734,4.84681,3.922481,3.764443,3.638157,3.664233,4.95805,11.327484,27.977322,55.937077,91.237869,116.15834,126.712608,137.296387,138.52092,127.736938,122.230492,113.094437,104.259399,101.808311,102.992477
Suncron Pink BG_I,6.0,27.271902,33.678871,37.161453,34.819527,29.769606,24.203775,19.118258,14.782318,10.730589,8.143462,6.118628,4.322152,3.502117,3.376807,3.279405,3.310298,4.455693,10.03729,24.989424,50.944435,84.57605,109.33342,120.670555,131.718201,133.794128,124.242928,119.619049,111.242058,103.126244,100.802551,102.211403
Suncron Red 3BFF_I,0.01,71.557045,75.331169,78.095367,80.042824,81.191025,81.540436,81.576935,80.950325,79.769684,78.271233,76.205864,73.405922,71.44191,70.994202,70.211708,70.000084,73.71611,84.222946,96.088264,101.575645,102.793655,101.839661,99.947395,98.98391,97.524529,95.479599,94.577858,93.445358,92.398987,91.967987,91.692505
Suncron Red 3BFF_I,0.025,69.425209,73.561783,76.453011,78.375496,79.096725,78.83535,77.644768,75.76355,73.010155,70.252594,66.87291,62.728905,59.999199,59.329189,58.335995,58.121174,63.101364,77.314056,95.79409,107.609581,112.791183,111.777374,108.69632,107.219788,104.583336,100.581596,98.65403,96.394241,94.294067,93.37719,93.326576
Suncron Red 3BFF_I,0.05,67.162796,71.426613,74.37587,76.041878,76.322891,75.221321,73.067528,70.258194,66.435303,62.866478,58.760941,53.957737,50.995743,50.342731,49.259689,49.117203,54.752586,70.95491,93.467712,110.330414,119.316315,119.08963,115.290596,113.584351,110.194878,104.706741,102.135109,98.976509,96.096786,94.72924,94.842705
Suncron Red 3BFF_I,0.1,63.525028,68.091843,71.196075,72.644218,72.131523,69.800926,66.191711,62.009132,57.011581,52.821709,48.286736,43.213306,40.333996,39.774071,38.729919,38.704239,44.716717,62.311417,88.791176,112.216232,127.510048,129.572052,125.413116,123.554504,118.869659,110.938332,107.081177,102.476692,98.315765,96.44371,96.782005
Suncron Red 3BFF_I,0.25,55.850525,60.830139,63.777256,64.348206,62.091618,57.789379,52.5602,47.210133,41.61623,37.382702,32.967064,28.214636,25.815512,25.396347,24.587185,24.587076,30.535215,48.955055,80.094597,114.137947,141.887207,148.662613,143.621735,141.318024,134.238281,121.685959,115.315117,108.046555,101.54612,98.890205,99.280373
Suncron Red 3BFF_I,0.5,48.809685,54.196472,57.159184,57.253754,54.129768,48.985054,43.272377,37.744015,32.212646,28.175932,24.100887,19.805674,17.665733,17.291113,16.576902,16.45208,21.451042,38.414799,69.48111,106.6604,141.870132,154.875336,152.877731,151.623428,144.614532,129.537216,121.597778,112.304398,104.043968,100.743591,101.335289
Suncron Red 3BFF_I,1.0,40.352291,45.773319,48.868492,48.663872,45.138504,39.711544,33.991783,28.676611,23.518414,19.851814,16.312368,12.705742,10.95137,10.648432,10.095181,9.93614,13.745409,28.010176,56.843941,94.191208,133.623123,152.657181,154.248047,157.190521,151.240326,135.002228,126.171684,115.384743,105.732849,101.978752,102.935699
Suncron Red 3BFF_I,2.0,31.918209,37.322189,40.454979,39.948765,36.191975,30.747744,25.32036,20.461889,15.908353,12.839657,10.034998,7.377808,6.139352,5.948923,5.66368,5.566287,8.048704,18.35899,41.915741,76.017845,115.602493,139.925354,147.276733,154.978882,152.329956,137.138351,128.72644,117.391251,106.924332,102.780769,104.214668
Suncron Red 3BFF_I,4.0,24.340336,29.292034,32.336544,31.727282,28.166639,23.093439,18.21697,14.028442,10.271519,7.904497,5.942001,4.235081,3.579815,3.409463,3.335788,3.401467,4.67399,10.68739,26.40394,52.940441,86.928062,112.419006,124.852844,136.996994,139.237473,129.013397,123.662422,114.369011,105.135941,102.381683,103.289986
Suncron Red 3BFF_I,6.0,22.829475,27.417595,30.236948,29.955297,26.775854,21.954155,17.241901,13.190445,9.633496,7.398523,5.550488,3.972628,3.399268,3.252912,3.194583,3.265588,4.455943,10.042794,24.836321,50.233425,83.046898,108.249245,121.196053,133.633469,136.429672,127.106071,122.336243,113.658226,104.959404,102.301964,103.336739
Suncron Red 4B_I,0.01,70.550323,74.508286,77.271164,79.019691,79.859962,80.113388,79.754929,78.785522,77.13855,75.191727,72.644249,69.268105,66.8946,66.341805,65.404243,65.11718,69.369682,81.503174,96.262421,104.217911,106.224319,105.027977,102.613426,101.467682,99.599327,96.883392,95.58654,94.140854,92.824982,92.32119,92.062744
Suncron Red 4B_I,0.025,69.069252,73.432823,76.348343,77.829918,77.886871,77.300735,75.598923,73.143532,69.703712,66.41375,62.572731,58.000015,55.06739,54.378151,53.312981,53.110893,58.494884,74.16964,95.604393,110.760834,117.706512,116.403267,112.664391,110.9226,107.708061,102.733208,100.306107,97.544495,95.066734,94.004639,94.026192
Suncron Red 4B_I,0.05,66.488976,71.243217,74.169563,75.205956,74.83213,73.169868,70.434692,66.944031,62.433666,58.433067,54.07074,49.042259,45.978024,45.298466,44.220955,44.095688,49.891312,66.938454,91.835197,112.365814,124.118088,124.272575,120.057091,118.212341,114.142899,107.416412,104.121971,100.28598,96.867401,95.404877,95.621964
Suncron Red 4B_I,0.1,62.500427,67.788132,70.869736,71.560356,70.144943,67.102585,63.068348,58.533936,53.151375,48.669701,44.046173,38.912792,35.90324,35.2715,34.207108,34.09235,39.885197,57.493961,85.163795,111.473099,129.519089,132.224701,128.02623,126.513626,121.683777,112.908554,108.6036,103.516624,99.002205,97.080383,97.558182
Suncron Red 4B_I,0.25,55.143284,61.329971,64.782036,64.536163,61.353611,56.407261,50.849594,45.279526,39.273415,34.703701,30.291557,25.529898,22.834114,22.302727,21.337217,21.064466,26.064272,42.849907,72.213661,104.782356,132.209808,139.259567,136.593689,136.595367,131.408234,120.013794,114.415977,107.551811,101.483177,99.788574,100.225868
Suncron Red 4B_I,0.5,48.274723,54.95525,58.651726,57.467068,53.045868,47.219105,41.168453,35.481644,29.622269,25.359203,21.364273,17.144566,14.849696,14.370248,13.648763,13.330115,17.470949,32.837639,62.403522,98.707756,133.730667,147.040268,145.769547,147.120392,141.502975,127.441666,120.213631,111.473122,103.84185,101.797798,102.358116
Suncron Red 4B_I,1.0,39.381062,46.44994,50.366585,48.31279,43.005459,36.700481,30.663788,25.277328,19.972124,16.309505,13.050839,9.790391,8.100966,7.779418,7.323715,7.106663,9.938104,21.724854,47.805832,84.491524,126.248993,149.976105,155.568726,161.906876,157.451324,140.363998,130.866592,119.225548,108.950912,104.906097,106.420914
Suncron Red 4B_I,2.0,31.997229,38.815331,42.519016,40.186668,34.817677,28.715496,23.106518,18.259748,13.685086,10.664394,8.169102,5.841646,4.724609,4.544953,4.362644,4.387837,6.084789,14.122069,34.078651,65.4907,103.485634,128.402313,137.348526,146.3517,145.075378,131.460526,124.460892,114.77816,106.494759,103.410255,105.970779
Suncron Red 4B_I,4.0,26.827606,33.166061,36.579868,34.247856,29.189301,23.546658,18.458494,14.149404,10.203417,7.714663,5.772328,4.09154,3.417447,3.226737,3.145684,3.187907,4.276656,9.584621,23.903919,49.040787,81.428047,104.755852,115.093758,125.096916,126.703712,117.740677,113.89563,107.114388,101.43969,98.910194,102.001236
Suncron Red 4B_I,6.0,26.815172,32.864128,35.979118,33.920864,29.202047,23.796728,18.847326,14.572756,10.584442,8.046189,6.032178,4.275383,3.468249,3.352875,3.267181,3.306551,4.43869,9.956715,24.708527,50.018585,81.545639,102.756943,110.931137,119.175659,120.055405,111.511627,108.10714,102.149323,97.435638,95.631706,100.151871
Suncron Red CBN_I,0.01,71.777749,75.169253,77.531743,79.285002,80.278754,80.786997,81.091499,81.0395,80.783755,80.308998,79.795754,79.324502,79.027498,79.025495,79.256994,79.917997,81.266493,83.358496,86.11325,88.590741,90.551245,91.176748,91.245252,91.299498,91.272002,91.403997,91.472,91.457254,91.711497,91.430503,91.473496
